image_name,image_path,retrieved_captions,retrieved_scores,raw_rag,answer_rag,raw_no_rag,answer_no_rag
6685838035.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/6685838035.jpg,"[' Construction workers add cinder blocks to the top of a structure .', ' A man in jeans and a t-shirt jumping in front of a short wall .', ' A man on scaffolding working on the masonry of a wall .', ' A skateboarder rides up a concrete wall , nearly falling off as he tries a trick .', ' A young teen performing a skateboard trick at a construction site caught in midair flipping his board .']","[0.3304923176765442, 0.32339638471603394, 0.323246031999588, 0.3231094777584076, 0.3226446211338043]","A skateboarder rides up a concrete wall, nearly falling off as he tries a trick.","A skateboarder rides up a concrete wall, nearly falling off as he tries a trick.","A man is skateboarding on a wall with a sign that says ""No Skateboarding"".","A man is skateboarding on a wall with a sign that says ""No Skateboarding""."
423375604.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/423375604.jpg,"[' On a crowded street , a woman is carrying a bag from the store "" ShoeGasm . ""', ' A woman wearing a full body head covering is carrying a bag on her head as she walks through a city while other people pass by .', ' Women in a white shirt with a scarf walking while texting on her phone .', ' A woman is walking arm-in-arm with an elderly woman through a crosswalk in New York City .', ' Women walk on a crowded sidewalk .']","[0.3244614601135254, 0.3238943815231323, 0.31191715598106384, 0.31061604619026184, 0.3097580075263977]",A woman is walking down a crowded street with a bag on her shoulder.,A woman is walking down a crowded street with a bag on her shoulder.,A woman in a black coat is crossing the street in a busy city.,A woman in a black coat is crossing the street in a busy city.
361831875.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/361831875.jpg,"[' Walking home on a cold winters day .', ' Two men enjoy the weather outside .', ' Two people standing next to a tree on the ground .', ' Two people take in the view from a hillside .', ' A snow border doing a crazy trick while people watch below .']","[0.27998775243759155, 0.26369327306747437, 0.262744665145874, 0.25753000378608704, 0.256994366645813]",A man sits on a bench in a field.,A man sits on a bench in a field.,A man sits on a bench in a field with a tree and a pine bush behind him.,A man sits on a bench in a field with a tree and a pine bush behind him.
1618094569.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/1618094569.jpg,"[' A rock band in a small club performing and sweating .', ' A man singing with his eyes closed and holding a microphone , with a woman behind him playing an electric bass guitar .', ' A long-haired , shirtless man with face paint is playing a bass guitar at a concert .', ' A man wearing a black ski mask is playing a guitar .', ' A woman in an oversized black shirt plays a black and red guitar in a musky room .']","[0.3397238254547119, 0.3367427885532379, 0.31546899676322937, 0.3011566400527954, 0.3011166453361511]",A man in a black ski mask is playing a guitar.,A man in a black ski mask is playing a guitar.,A man playing bass guitar in a dark room with a red light.,A man playing bass guitar in a dark room with a red light.
2746877062.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2746877062.jpg,"[' Men cleaning a bin in the harbor .', ' Three people are organizing diving equipment on the deck of a boat .', ' Two men , one in a blue shirt , the other in a green shirt , are helping a woman load sacks onto what appears to be a pulley system .', ' A man is videotaping another man who is beginning to climb up a metal structure .', ' Three men being lowered in a small boat from a large ship .']","[0.3349529504776001, 0.3332069516181946, 0.3323194980621338, 0.328361839056015, 0.32255327701568604]",Two men are working on a boat.,Two men are working on a boat.,"Two men are working on a boat, one is shirtless and the other is wearing a black shirt.","Two men are working on a boat, one is shirtless and the other is wearing a black shirt."
480858814.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/480858814.jpg,"[' A young man hangs out at a concert .', ' A lady wearing a cowboy hat smokes a cigarette near a trashcan .', ' A woman sits at an outdoor festival or show and sips on a beverage .', ' A woman dances next to a stage during a music festival .', ' Men in cowboy hats take a break at a rodeo .']","[0.311434268951416, 0.3113548457622528, 0.3079254627227783, 0.3045451045036316, 0.30157047510147095]",A woman sits at an outdoor festival or show and sips on a beverage.,A woman sits at an outdoor festival or show and sips on a beverage.,A woman in a yellow hat and green vest sits on a bench at night.,A woman in a yellow hat and green vest sits on a bench at night.
493507605.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/493507605.jpg,"[' The two black dogs are running through the grass .', ' Two black dogs run through a field .', ' Two black dogs chase each other on grass .', ' A black dog shaking off water', ' Two black dogs are running in the grass , one has a green ball in his mouth .']","[0.36401402950286865, 0.35182905197143555, 0.3468310832977295, 0.3330082893371582, 0.3298985958099365]",Two black dogs are running through the grass.,Two black dogs are running through the grass.,A black dog is running through the grass.,A black dog is running through the grass.
50158447.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/50158447.jpg,"[' People gathered around a table of food at an outdoors gathering .', ' People eating at an outdoor event .', ' A group of adults in casual dress sit down to eat a barbecued meal .', ' A man and two woman eating food at a local festival .', ' A group of people eating on a picnic table at a park .']","[0.34414368867874146, 0.3412902057170868, 0.3264606297016144, 0.32174456119537354, 0.3153115212917328]",A group of people eating at an outdoors gathering.,A group of people eating at an outdoors gathering.,"A man and woman are sitting at a table with a baby, eating food and drinking wine.","A man and woman are sitting at a table with a baby, eating food and drinking wine."
2771214516.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2771214516.jpg,"[' A three-wheeled vehicle is parked outside a white building , and a mountain peak is visible in the background .', ' A mountain that was affected by the past volcano eruptions in the southwest city of a hope .', ' A city street with people in front of a mountain back drop .', ' Repairing the roof of a school on the coastline .', ' A building with people outside .']","[0.3188498914241791, 0.308532178401947, 0.29601019620895386, 0.2558927834033966, 0.2558203935623169]","A three-wheeled vehicle is parked outside a white building , and a mountain peak is visible in the background","A three-wheeled vehicle is parked outside a white building , and a mountain peak is visible in the background",A street scene with a mountain in the background.,A street scene with a mountain in the background.
3935633359.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3935633359.jpg,"[' A man in a hat is standing next to a trailer and petting a donkey .', ' A man wearing a black hat and shirt loads up a pair of mules', ' A man in a black hat is loading up his gear on the mule .', ' A man in a hat is posing for a photo with a white donkey pulling a wagon .', ' A man on a cart encourages his mule to keep pulling .']","[0.3662499487400055, 0.36294546723365784, 0.35558176040649414, 0.3516588509082794, 0.3447989225387573]",A man in a hat is standing next to a trailer and petting a donkey.,A man in a hat is standing next to a trailer and petting a donkey.,A man in a cowboy hat is standing next to a horse with a saddle.,A man in a cowboy hat is standing next to a horse with a saddle.
325015111.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/325015111.jpg,"[' A man doing push-ups while the DI watches .', ' Two boys running down a outer hallway of an apartment building , with one running into frame with the other running ahead down the hall .', ' A martial artist demonstrating his skill by breaking boards with his foot in a dojo .', ' A man chases a dog trying to pass the barrier to enter a play area .', ' A person in a black suit is moving a yellow bucket and mop down a hallway .']","[0.3097482919692993, 0.30165958404541016, 0.28731057047843933, 0.2843951880931854, 0.2825813293457031]",A man doing push-ups while the DI watches.,A man doing push-ups while the DI watches.,A man is bending over in a hallway with a man standing behind him and another man standing in the background.,A man is bending over in a hallway with a man standing behind him and another man standing in the background.
